parallel_id,region_id,region_exec,thread_id,team_size,requested_threads,start_ms,end_ms,elapsed_ms,codeptr,cpu_id,target_mhz,measured_mhz,resource_applied,dvfs_enabled,region_wall_ms,dvfs_enable_ms,dvfs_disable_ms
3599,3,900,2,4,4,47270.454875,47270.656284,0.201409,0x404f80,48,4800.000000,-1.000000,0,0,0.214325,1.200000,0.800000
3599,3,900,3,4,4,47270.454700,47270.652028,0.197328,0x404f80,56,4800.000000,-1.000000,0,0,0.214325,1.200000,0.800000
3600,4,900,0,4,4,47270.708389,47270.734871,0.026482,0x405030,0,4800.000000,-1.000000,0,0,0.033404,1.200000,0.800000
3600,4,900,1,4,4,47270.708471,47270.740981,0.032510,0x405030,40,4800.000000,-1.000000,0,0,0.033404,1.200000,0.800000
3600,4,900,2,4,4,47270.708402,47270.741787,0.033385,0x405030,48,4800.000000,-1.000000,0,0,0.033404,1.200000,0.800000
3600,4,900,3,4,4,47270.708383,47270.733423,0.025040,0x405030,56,4800.000000,-1.000000,0,0,0.033404,1.200000,0.800000
3601,5,900,0,4,4,47270.761710,47270.794675,0.032965,0x405097,0,4800.000000,-1.000000,0,0,0.037928,1.200000,0.800000
3601,5,900,1,4,4,47270.762039,47270.798806,0.036767,0x405097,40,4800.000000,-1.000000,0,0,0.037928,1.200000,0.800000
3601,5,900,2,4,4,47270.761937,47270.799638,0.037701,0x405097,48,4800.000000,-1.000000,0,0,0.037928,1.200000,0.800000
3601,5,900,3,4,4,47270.761762,47270.793953,0.032191,0x405097,56,4800.000000,-1.000000,0,0,0.037928,1.200000,0.800000
3998,2,1000,0,4,4,50983.123523,51017.696325,34.274130,0x404f28,32,4800.000000,4426.514792,1,1,34.572802,1.200000,0.800000
3998,2,1000,1,4,4,50983.123982,51017.667654,30.288489,0x404f28,40,4343.792069,4299.285241,1,1,34.572802,1.200000,0.800000
3998,2,1000,2,4,4,50983.124018,51017.650179,30.464794,0x404f28,48,4246.442015,4200.749940,1,1,34.572802,1.200000,0.800000
3998,2,1000,3,4,4,50983.124204,51017.677724,33.341745,0x404f28,56,4800.000000,4425.138340,1,1,34.572802,1.200000,0.800000
3999,3,1000,0,4,4,51017.787103,51017.989652,0.202549,0x404f80,32,4800.000000,-1.000000,0,0,0.202549,1.200000,0.800000
3999,3,1000,1,4,4,51017.787277,51017.957199,0.169922,0x404f80,40,4800.000000,-1.000000,0,0,0.202549,1.200000,0.800000
3999,3,1000,2,4,4,51017.787450,51017.951307,0.163857,0x404f80,48,4800.000000,-1.000000,0,0,0.202549,1.200000,0.800000
3999,3,1000,3,4,4,51017.787331,51017.971318,0.183987,0x404f80,56,4800.000000,-1.000000,0,0,0.202549,1.200000,0.800000
4000,4,1000,0,4,4,51018.027479,51018.055251,0.027772,0x405030,32,4800.000000,-1.000000,0,0,0.032318,1.200000,0.800000
4000,4,1000,1,4,4,51018.027756,51018.057174,0.029418,0x405030,40,4800.000000,-1.000000,0,0,0.032318,1.200000,0.800000
4000,4,1000,2,4,4,51018.027811,51018.059797,0.031986,0x405030,48,4800.000000,-1.000000,0,0,0.032318,1.200000,0.800000
4000,4,1000,3,4,4,51018.027687,51018.052769,0.025082,0x405030,56,4800.000000,-1.000000,0,0,0.032318,1.200000,0.800000
4001,5,1000,0,4,4,51018.071648,51018.111692,0.040044,0x405097,32,4800.000000,-1.000000,0,0,0.040169,1.200000,0.800000
4001,5,1000,1,4,4,51018.071771,51018.107981,0.036210,0x405097,40,4800.000000,-1.000000,0,0,0.040169,1.200000,0.800000
4001,5,1000,2,4,4,51018.071597,51018.110438,0.038841,0x405097,48,4800.000000,-1.000000,0,0,0.040169,1.200000,0.800000
4001,5,1000,3,4,4,51018.071523,51018.105764,0.034241,0x405097,56,4800.000000,-1.000000,0,0,0.040169,1.200000,0.800000
4398,2,1100,0,4,4,54497.535358,54531.014834,33.288693,0x404f28,32,4800.000000,4312.325431,1,1,33.479476,1.200000,0.800000
4398,2,1100,1,4,4,54497.535492,54530.958717,29.008603,0x404f28,40,3456.045351,3408.997686,1,1,33.479476,1.200000,0.800000
4398,2,1100,2,4,4,54497.535655,54530.949045,28.398299,0x404f28,48,3427.126253,3409.246701,1,1,33.479476,1.200000,0.800000
4398,2,1100,3,4,4,54497.535465,54530.996344,32.079101,0x404f28,56,4800.000000,4312.280119,1,1,33.479476,1.200000,0.800000
4399,3,1100,0,4,4,54531.092945,54531.294361,0.201416,0x404f80,32,4800.000000,-1.000000,0,0,0.201416,1.200000,0.800000
4399,3,1100,1,4,4,54531.093221,54531.253610,0.160389,0x404f80,40,4800.000000,-1.000000,0,0,0.201416,1.200000,0.800000
4399,3,1100,2,4,4,54531.093023,54531.248972,0.155949,0x404f80,48,4800.000000,-1.000000,0,0,0.201416,1.200000,0.800000
4399,3,1100,3,4,4,54531.093086,54531.268064,0.174978,0x404f80,56,4800.000000,-1.000000,0,0,0.201416,1.200000,0.800000
4400,4,1100,0,4,4,54531.331679,54531.359440,0.027761,0x405030,32,4800.000000,-1.000000,0,0,0.033755,1.200000,0.800000
4400,4,1100,1,4,4,54531.331677,54531.364559,0.032882,0x405030,40,4800.000000,-1.000000,0,0,0.033755,1.200000,0.800000
4400,4,1100,2,4,4,54531.331618,54531.365373,0.033755,0x405030,48,4800.000000,-1.000000,0,0,0.033755,1.200000,0.800000
4400,4,1100,3,4,4,54531.331669,54531.358309,0.026640,0x405030,56,4800.000000,-1.000000,0,0,0.033755,1.200000,0.800000
4401,5,1100,0,4,4,54531.377705,54531.410633,0.032928,0x405097,32,4800.000000,-1.000000,0,0,0.040613,1.200000,0.800000
4401,5,1100,1,4,4,54531.378025,54531.416920,0.038895,0x405097,40,4800.000000,-1.000000,0,0,0.040613,1.200000,0.800000
4401,5,1100,2,4,4,54531.377959,54531.418259,0.040300,0x405097,48,4800.000000,-1.000000,0,0,0.040613,1.200000,0.800000
4401,5,1100,3,4,4,54531.377646,54531.410800,0.033154,0x405097,56,4800.000000,-1.000000,0,0,0.040613,1.200000,0.800000
4798,2,1200,0,4,4,57777.550674,57808.033749,30.280781,0x404f28,32,4800.000000,4410.285301,1,1,30.483703,1.200000,0.800000
4798,2,1200,1,4,4,57777.550046,57807.974105,27.026965,0x404f28,40,2991.529098,2939.478791,1,1,30.483703,1.200000,0.800000
4798,2,1200,2,4,4,57777.550468,57807.970063,26.557905,0x404f28,48,2974.578133,2940.287647,1,1,30.483703,1.200000,0.800000
4798,2,1200,3,4,4,57777.550385,57808.013574,29.450173,0x404f28,56,4800.000000,4412.699142,1,1,30.483703,1.200000,0.800000
4799,3,1200,0,4,4,57808.115361,57808.297338,0.181977,0x404f80,32,4800.000000,-1.000000,0,0,0.181977,1.200000,0.800000
4799,3,1200,1,4,4,57808.115731,57808.265297,0.149566,0x404f80,40,4800.000000,-1.000000,0,0,0.181977,1.200000,0.800000
4799,3,1200,2,4,4,57808.115623,57808.260396,0.144773,0x404f80,48,4800.000000,-1.000000,0,0,0.181977,1.200000,0.800000
4799,3,1200,3,4,4,57808.115550,57808.280776,0.165226,0x404f80,56,4800.000000,-1.000000,0,0,0.181977,1.200000,0.800000
4800,4,1200,0,4,4,57808.331424,57808.361504,0.030080,0x405030,32,4800.000000,-1.000000,0,0,0.030080,1.200000,0.800000
4800,4,1200,1,4,4,57808.331539,57808.355861,0.024322,0x405030,40,4800.000000,-1.000000,0,0,0.030080,1.200000,0.800000
4800,4,1200,2,4,4,57808.331619,57808.356301,0.024682,0x405030,48,4800.000000,-1.000000,0,0,0.030080,1.200000,0.800000
4800,4,1200,3,4,4,57808.331465,57808.357600,0.026135,0x405030,56,4800.000000,-1.000000,0,0,0.030080,1.200000,0.800000
4801,5,1200,0,4,4,57808.374463,57808.407859,0.033396,0x405097,32,4800.000000,-1.000000,0,0,0.033447,1.200000,0.800000
4801,5,1200,1,4,4,57808.374600,57808.404325,0.029725,0x405097,40,4800.000000,-1.000000,0,0,0.033447,1.200000,0.800000
4801,5,1200,2,4,4,57808.374412,57808.403840,0.029428,0x405097,48,4800.000000,-1.000000,0,0,0.033447,1.200000,0.800000
4801,5,1200,3,4,4,57808.374537,57808.406668,0.032131,0x405097,56,4800.000000,-1.000000,0,0,0.033447,1.200000,0.800000
5198,2,1300,0,4,4,60803.727831,60832.052070,28.206773,0x404f28,32,4800.000000,4299.272080,1,1,28.324905,1.200000,0.800000
5198,2,1300,1,4,4,60803.727165,60831.996066,24.016704,0x404f28,40,2534.321701,2541.591339,1,1,28.324905,1.200000,0.800000
5198,2,1300,2,4,4,60803.727333,60831.992915,23.688308,0x404f28,48,2509.220890,2542.203636,1,1,28.324905,1.200000,0.800000
5198,2,1300,3,4,4,60803.727453,60832.035850,27.096068,0x404f28,56,4800.000000,4299.304150,1,1,28.324905,1.200000,0.800000
5199,3,1300,0,4,4,60832.135066,60832.304264,0.169198,0x404f80,32,4800.000000,-1.000000,0,0,0.169198,1.200000,0.800000
