parallel_id,region_id,region_exec,thread_id,team_size,requested_threads,start_ms,end_ms,elapsed_ms,codeptr,pmu_valid,pmu_llc_references,pmu_llc_misses,pmu_llc_hits
398,2,100,0,16,16,162424.850781,163931.486976,575.895348,0x4051ce,1,51136008,47074485,4061523
398,2,100,1,16,16,162425.090918,163931.133160,577.367226,0x4051ce,1,52564675,50104544,2460131
398,2,100,2,16,16,162426.416433,163931.071514,573.935438,0x4051ce,1,52520712,49524218,2996494
398,2,100,3,16,16,162424.980257,163931.121051,587.029052,0x4051ce,1,52593267,51188482,1404785
398,2,100,4,16,16,162425.907957,163951.344485,1502.262052,0x4051ce,1,193229790,170242188,22987602
398,2,100,5,16,16,162426.162506,163951.178245,1501.775489,0x4051ce,1,193223956,170907591,22316365
398,2,100,6,16,16,162425.793762,163950.254561,1427.651667,0x4051ce,1,182991189,158802699,24188490
398,2,100,7,16,16,162425.674407,163951.260486,1503.461495,0x4051ce,1,193253016,172404738,20848278
398,2,100,8,16,16,162425.502810,163951.093126,1506.713241,0x4051ce,1,193058610,172006251,21052359
398,2,100,9,16,16,162425.222625,163950.175957,1458.011416,0x4051ce,1,183100743,160278239,22822504
398,2,100,10,16,16,162426.028256,163951.127666,1510.917340,0x4051ce,1,193192082,171780713,21411369
398,2,100,11,16,16,162424.502283,163950.827682,1517.250548,0x4051ce,1,193189600,169824825,23364775
398,2,100,12,16,16,162425.351527,163931.013681,587.702676,0x4051ce,1,52579196,50775427,1803769
398,2,100,13,16,16,162426.280599,163931.143711,587.725769,0x4051ce,1,52501910,51228825,1273085
398,2,100,14,16,16,162424.780188,163931.145264,588.014989,0x4051ce,1,52543432,51279500,1263932
398,2,100,15,16,16,162424.622309,163931.125815,580.424975,0x4051ce,1,51424452,50159035,1265417
399,3,100,0,16,16,163951.455521,163951.653201,0.197680,0x405218,1,6718,6101,617
399,3,100,1,16,16,163951.455013,163951.644549,0.189536,0x405218,1,6763,6116,647
399,3,100,2,16,16,163951.454566,163951.636526,0.181960,0x405218,1,6374,5728,646
399,3,100,3,16,16,163951.454441,163951.633918,0.179477,0x405218,1,6258,5676,582
399,3,100,4,16,16,163951.455191,163951.947948,0.492757,0x405218,1,20728,18729,1999
399,3,100,5,16,16,163951.455618,163951.934640,0.479022,0x405218,1,20729,18539,2190
399,3,100,6,16,16,163951.455219,163951.900703,0.445484,0x405218,1,19569,17863,1706
399,3,100,7,16,16,163951.455260,163951.931794,0.476534,0x405218,1,20317,18118,2199
399,3,100,8,16,16,163951.455166,163951.995863,0.540697,0x405218,1,20592,18645,1947
399,3,100,9,16,16,163951.455421,163951.986199,0.530778,0x405218,1,19713,17905,1808
399,3,100,10,16,16,163951.455566,163951.983312,0.527746,0x405218,1,20782,18301,2481
399,3,100,11,16,16,163951.454882,163951.980063,0.525181,0x405218,1,20890,18575,2315
399,3,100,12,16,16,163951.454881,163951.645459,0.190578,0x405218,1,6471,5744,727
399,3,100,13,16,16,163951.455187,163951.637231,0.182044,0x405218,1,6442,5758,684
399,3,100,14,16,16,163951.454851,163951.641684,0.186833,0x405218,1,6568,5854,714
