parallel_id,region_id,region_exec,thread_id,team_size,requested_threads,start_ms,end_ms,elapsed_ms,codeptr
398,2,100,0,4,4,4278.587790,4321.286600,23.067476,0x4055d2
398,2,100,1,4,4,4278.588041,4321.380991,42.579712,0x4055d2
398,2,100,2,4,4,4278.587859,4321.366312,41.970315,0x4055d2
398,2,100,3,4,4,4278.587708,4321.285296,22.557521,0x4055d2
399,3,100,0,4,4,4321.427375,4321.587970,0.160595,0x405623
399,3,100,1,4,4,4321.427500,4321.685544,0.258044,0x405623
399,3,100,2,4,4,4321.427426,4321.685096,0.257670,0x405623
399,3,100,3,4,4,4321.427286,4321.585125,0.157839,0x405623
400,4,100,0,4,4,4321.710857,4321.738966,0.028109,0x4056d3
400,4,100,1,4,4,4321.710918,4321.749690,0.038772,0x4056d3
400,4,100,2,4,4,4321.710811,4321.749464,0.038653,0x4056d3
400,4,100,3,4,4,4321.710744,4321.737279,0.026535,0x4056d3
401,5,100,0,4,4,4321.758278,4321.778332,0.020054,0x40573a
401,5,100,1,4,4,4321.758415,4321.788264,0.029849,0x40573a
401,5,100,2,4,4,4321.758234,4321.789168,0.030934,0x40573a
401,5,100,3,4,4,4321.758352,4321.779172,0.020820,0x40573a
798,2,200,0,4,4,8567.874754,8610.049205,22.688666,0x4055d2
798,2,200,1,4,4,8567.875098,8610.150032,41.732181,0x4055d2
798,2,200,2,4,4,8567.875155,8610.131359,41.866523,0x4055d2
798,2,200,3,4,4,8567.875033,8610.051000,22.021147,0x4055d2
799,3,200,0,4,4,8610.176864,8610.347826,0.170962,0x405623
799,3,200,1,4,4,8610.176939,8610.440125,0.263186,0x405623
799,3,200,2,4,4,8610.176794,8610.438695,0.261901,0x405623
799,3,200,3,4,4,8610.176679,8610.338510,0.161831,0x405623
800,4,200,0,4,4,8610.463811,8610.496633,0.032822,0x4056d3
800,4,200,1,4,4,8610.463995,8610.502504,0.038509,0x4056d3
800,4,200,2,4,4,8610.463957,8610.502360,0.038403,0x4056d3
800,4,200,3,4,4,8610.463884,8610.498334,0.034450,0x4056d3
801,5,200,0,4,4,8610.510000,8610.530017,0.020017,0x40573a
801,5,200,1,4,4,8610.510080,8610.540622,0.030542,0x40573a
801,5,200,2,4,4,8610.509953,8610.541085,0.031132,0x40573a
801,5,200,3,4,4,8610.509897,8610.530543,0.020646,0x40573a
1198,2,300,0,4,4,12858.537750,12900.907025,22.719528,0x4055d2
1198,2,300,1,4,4,12858.538016,12901.002000,41.696931,0x4055d2
1198,2,300,2,4,4,12858.537966,12900.985286,42.160657,0x4055d2
1198,2,300,3,4,4,12858.537829,12900.906895,22.058285,0x4055d2
1199,3,300,0,4,4,12901.022751,12901.200148,0.177397,0x405623
1199,3,300,1,4,4,12901.022827,12901.286575,0.263748,0x405623
1199,3,300,2,4,4,12901.022705,12901.285938,0.263233,0x405623
1199,3,300,3,4,4,12901.022653,12901.187275,0.164622,0x405623
1200,4,300,0,4,4,12901.312149,12901.346665,0.034516,0x4056d3
1200,4,300,1,4,4,12901.312370,12901.350604,0.038234,0x4056d3
1200,4,300,2,4,4,12901.312241,12901.350818,0.038577,0x4056d3
1200,4,300,3,4,4,12901.312078,12901.336297,0.024219,0x4056d3
1201,5,300,0,4,4,12901.359128,12901.380520,0.021392,0x40573a
1201,5,300,1,4,4,12901.359312,12901.389381,0.030069,0x40573a
1201,5,300,2,4,4,12901.359253,12901.390260,0.031007,0x40573a
1201,5,300,3,4,4,12901.358922,12901.379283,0.020361,0x40573a
1598,2,400,0,4,4,17143.835575,17184.718257,22.010772,0x4055d2
1598,2,400,1,4,4,17143.835802,17184.817014,40.204918,0x4055d2
1598,2,400,2,4,4,17143.835618,17184.801045,40.636870,0x4055d2
1598,2,400,3,4,4,17143.835665,17184.720041,21.329533,0x4055d2
1599,3,400,0,4,4,17184.838134,17185.005876,0.167742,0x405623
1599,3,400,1,4,4,17184.838246,17185.097216,0.258970,0x405623
1599,3,400,2,4,4,17184.838198,17185.098374,0.260176,0x405623
1599,3,400,3,4,4,17184.838080,17185.000268,0.162188,0x405623
1600,4,400,0,4,4,17185.123131,17185.160426,0.037295,0x4056d3
1600,4,400,1,4,4,17185.123253,17185.164420,0.041167,0x4056d3
1600,4,400,2,4,4,17185.123191,17185.164275,0.041084,0x4056d3
1600,4,400,3,4,4,17185.123059,17185.152535,0.029476,0x4056d3
1601,5,400,0,4,4,17185.174041,17185.194573,0.020532,0x40573a
1601,5,400,1,4,4,17185.173972,17185.204659,0.030687,0x40573a
1601,5,400,2,4,4,17185.173923,17185.205901,0.031978,0x40573a
1601,5,400,3,4,4,17185.173878,17185.194142,0.020264,0x40573a
1998,2,500,0,4,4,21419.230551,21462.666227,23.191273,0x4055d2
1998,2,500,1,4,4,21419.230732,21462.761601,43.036714,0x4055d2
1998,2,500,2,4,4,21419.230668,21462.745381,43.066223,0x4055d2
1998,2,500,3,4,4,21419.230485,21462.664800,22.852454,0x4055d2
1999,3,500,0,4,4,21462.786538,21462.952958,0.166420,0x405623
1999,3,500,1,4,4,21462.786617,21463.051284,0.264667,0x405623
1999,3,500,2,4,4,21462.786489,21463.053136,0.266647,0x405623
1999,3,500,3,4,4,21462.786440,21462.957417,0.170977,0x405623
2000,4,500,0,4,4,21463.077305,21463.111033,0.033728,0x4056d3
2000,4,500,1,4,4,21463.077505,21463.117064,0.039559,0x4056d3
2000,4,500,2,4,4,21463.077383,21463.116516,0.039133,0x4056d3
2000,4,500,3,4,4,21463.077250,21463.109369,0.032119,0x4056d3
2001,5,500,0,4,4,21463.124715,21463.150070,0.025355,0x40573a
2001,5,500,1,4,4,21463.124774,21463.159077,0.034303,0x40573a
2001,5,500,2,4,4,21463.124835,21463.159395,0.034560,0x40573a
2001,5,500,3,4,4,21463.124629,21463.149933,0.025304,0x40573a
2398,2,600,0,4,4,25718.844103,25759.944030,22.027781,0x4055d2
2398,2,600,1,4,4,25718.844163,25760.039254,40.321520,0x4055d2
2398,2,600,2,4,4,25718.844053,25760.022799,40.818793,0x4055d2
2398,2,600,3,4,4,25718.843979,25759.944493,21.530414,0x4055d2
2399,3,600,0,4,4,25760.059275,25760.230257,0.170982,0x405623
2399,3,600,1,4,4,25760.059413,25760.320580,0.261167,0x405623
2399,3,600,2,4,4,25760.059327,25760.322141,0.262814,0x405623
2399,3,600,3,4,4,25760.059203,25760.214124,0.154921,0x405623
2400,4,600,0,4,4,25760.348702,25760.374232,0.025530,0x4056d3
2400,4,600,1,4,4,25760.348828,25760.387380,0.038552,0x4056d3
2400,4,600,2,4,4,25760.348776,25760.387114,0.038338,0x4056d3
2400,4,600,3,4,4,25760.348644,25760.374838,0.026194,0x4056d3
2401,5,600,0,4,4,25760.394991,25760.415420,0.020429,0x40573a
2401,5,600,1,4,4,25760.395103,25760.425179,0.030076,0x40573a
2401,5,600,2,4,4,25760.395049,25760.426238,0.031189,0x40573a
2401,5,600,3,4,4,25760.394930,25760.415597,0.020667,0x40573a
2798,2,700,0,4,4,30010.381075,30054.358486,23.359655,0x4055d2
2798,2,700,1,4,4,30010.381133,30054.454014,43.618749,0x4055d2
2798,2,700,2,4,4,30010.381244,30054.438221,43.521246,0x4055d2
2798,2,700,3,4,4,30010.381093,30054.358807,22.858251,0x4055d2
2799,3,700,0,4,4,30054.476138,30054.640597,0.164459,0x405623
2799,3,700,1,4,4,30054.476381,30054.736744,0.260363,0x405623
2799,3,700,2,4,4,30054.476218,30054.738532,0.262314,0x405623
2799,3,700,3,4,4,30054.476276,30054.642889,0.166613,0x405623
2800,4,700,0,4,4,30054.762072,30054.790491,0.028419,0x4056d3
2800,4,700,1,4,4,30054.762462,30054.801123,0.038661,0x4056d3
2800,4,700,2,4,4,30054.762518,30054.801278,0.038760,0x4056d3
2800,4,700,3,4,4,30054.762406,30054.796671,0.034265,0x4056d3
2801,5,700,0,4,4,30054.809004,30054.828669,0.019665,0x40573a
2801,5,700,1,4,4,30054.809223,30054.839516,0.030293,0x40573a
2801,5,700,2,4,4,30054.809058,30054.840589,0.031531,0x40573a
2801,5,700,3,4,4,30054.808938,30054.829761,0.020823,0x40573a
3198,2,800,0,4,4,34313.875041,34356.107195,22.803533,0x4055d2
3198,2,800,1,4,4,34313.875157,34356.206710,41.756583,0x4055d2
3198,2,800,2,4,4,34313.875096,34356.192156,42.000978,0x4055d2
3198,2,800,3,4,4,34313.874969,34356.107628,22.069607,0x4055d2
3199,3,800,0,4,4,34356.228691,34356.394384,0.165693,0x405623
3199,3,800,1,4,4,34356.228922,34356.490074,0.261152,0x405623
3199,3,800,2,4,4,34356.228978,34356.486879,0.257901,0x405623
3199,3,800,3,4,4,34356.228854,34356.382948,0.154094,0x405623
3200,4,800,0,4,4,34356.513759,34356.546633,0.032874,0x4056d3
3200,4,800,1,4,4,34356.513989,34356.552567,0.038578,0x4056d3
3200,4,800,2,4,4,34356.513904,34356.552493,0.038589,0x4056d3
3200,4,800,3,4,4,34356.513856,34356.541167,0.027311,0x4056d3
3201,5,800,0,4,4,34356.560135,34356.579605,0.019470,0x40573a
3201,5,800,1,4,4,34356.560354,34356.590787,0.030433,0x40573a
3201,5,800,2,4,4,34356.560244,34356.591276,0.031032,0x40573a
3201,5,800,3,4,4,34356.560185,34356.580684,0.020499,0x40573a
3598,2,900,0,4,4,38595.298137,38637.401382,22.438233,0x4055d2
3598,2,900,1,4,4,38595.298357,38637.498713,41.473734,0x4055d2
3598,2,900,2,4,4,38595.298365,38637.482924,41.892297,0x4055d2
3598,2,900,3,4,4,38595.298254,38637.402858,22.059322,0x4055d2
3599,3,900,0,4,4,38637.517126,38637.688481,0.171355,0x405623
3599,3,900,1,4,4,38637.517243,38637.778972,0.261729,0x405623
3599,3,900,2,4,4,38637.517071,38637.776012,0.258941,0x405623
3599,3,900,3,4,4,38637.516993,38637.674282,0.157289,0x405623
3600,4,900,0,4,4,38637.806419,38637.840961,0.034542,0x4056d3
3600,4,900,1,4,4,38637.806531,38637.845222,0.038691,0x4056d3
3600,4,900,2,4,4,38637.806371,38637.844647,0.038276,0x4056d3
3600,4,900,3,4,4,38637.806314,38637.834859,0.028545,0x4056d3
3601,5,900,0,4,4,38637.853298,38637.873611,0.020313,0x40573a
3601,5,900,1,4,4,38637.853368,38637.883615,0.030247,0x40573a
3601,5,900,2,4,4,38637.853435,38637.884403,0.030968,0x40573a
3601,5,900,3,4,4,38637.853234,38637.873818,0.020584,0x40573a
3998,2,1000,0,4,4,42874.433611,42916.106549,22.374694,0x4055d2
3998,2,1000,1,4,4,42874.433803,42916.205322,41.344961,0x4055d2
3998,2,1000,2,4,4,42874.433749,42916.188943,41.370294,0x4055d2
3998,2,1000,3,4,4,42874.433688,42916.107569,21.691796,0x4055d2
3999,3,1000,0,4,4,42916.224433,42916.383325,0.158892,0x405623
3999,3,1000,1,4,4,42916.224621,42916.483478,0.258857,0x405623
3999,3,1000,2,4,4,42916.224582,42916.483628,0.259046,0x405623
3999,3,1000,3,4,4,42916.224469,42916.385475,0.161006,0x405623
4000,4,1000,0,4,4,42916.506574,42916.539651,0.033077,0x4056d3
4000,4,1000,1,4,4,42916.506590,42916.545243,0.038653,0x4056d3
4000,4,1000,2,4,4,42916.506560,42916.545523,0.038963,0x4056d3
4000,4,1000,3,4,4,42916.506452,42916.535849,0.029397,0x4056d3
4001,5,1000,0,4,4,42916.553744,42916.573361,0.019617,0x40573a
4001,5,1000,1,4,4,42916.553848,42916.584056,0.030208,0x40573a
4001,5,1000,2,4,4,42916.553900,42916.584376,0.030476,0x40573a
4001,5,1000,3,4,4,42916.553830,42916.574539,0.020709,0x40573a
4398,2,1100,0,4,4,47163.572964,47205.229415,22.425112,0x4055d2
4398,2,1100,1,4,4,47163.573200,47205.325072,41.084193,0x4055d2
4398,2,1100,2,4,4,47163.573060,47205.309049,41.406354,0x4055d2
4398,2,1100,3,4,4,47163.573006,47205.229135,21.840891,0x4055d2
4399,3,1100,0,4,4,47205.345040,47205.506446,0.161406,0x405623
4399,3,1100,1,4,4,47205.345295,47205.605053,0.259758,0x405623
4399,3,1100,2,4,4,47205.345022,47205.607953,0.262931,0x405623
4399,3,1100,3,4,4,47205.345064,47205.508899,0.163835,0x405623
4400,4,1100,0,4,4,47205.632037,47205.659381,0.027344,0x4056d3
4400,4,1100,1,4,4,47205.632215,47205.671300,0.039085,0x4056d3
4400,4,1100,2,4,4,47205.632106,47205.670871,0.038765,0x4056d3
4400,4,1100,3,4,4,47205.631964,47205.661191,0.029227,0x4056d3
4401,5,1100,0,4,4,47205.678948,47205.698645,0.019697,0x40573a
4401,5,1100,1,4,4,47205.679105,47205.709533,0.030428,0x40573a
4401,5,1100,2,4,4,47205.678988,47205.709702,0.030714,0x40573a
4401,5,1100,3,4,4,47205.679083,47205.699930,0.020847,0x40573a
4798,2,1200,0,4,4,51437.889517,51479.699384,22.587781,0x4055d2
4798,2,1200,1,4,4,51437.889748,51479.797112,41.292981,0x4055d2
4798,2,1200,2,4,4,51437.889693,51479.782243,41.545270,0x4055d2
4798,2,1200,3,4,4,51437.889607,51479.700000,21.724420,0x4055d2
4799,3,1200,0,4,4,51479.815374,51479.996743,0.181369,0x405623
4799,3,1200,1,4,4,51479.815442,51480.077396,0.261954,0x405623
4799,3,1200,2,4,4,51479.815325,51480.077453,0.262128,0x405623
4799,3,1200,3,4,4,51479.815232,51479.975194,0.159962,0x405623
4800,4,1200,0,4,4,51480.109390,51480.136427,0.027037,0x4056d3
4800,4,1200,1,4,4,51480.109484,51480.150516,0.041032,0x4056d3
4800,4,1200,2,4,4,51480.109473,51480.150201,0.040728,0x4056d3
4800,4,1200,3,4,4,51480.109298,51480.146673,0.037375,0x4056d3
4801,5,1200,0,4,4,51480.160622,51480.181284,0.020662,0x40573a
4801,5,1200,1,4,4,51480.160746,51480.192575,0.031829,0x40573a
