region_exec,region_id,region,measure_start_ms,resctrl_start_ms,delta_start_ms,measure_end_ms,resctrl_end_ms,delta_end_ms,measure_wall_ms,resctrl_wall_ms,delta_wall_ms
100,2,heat_update,18938.295662,19037.041478,98.74581599999874,19112.907232,19222.590956,109.68372399999862,174.61157000000094,185.54947800000082,10.93790799999988
100,3,importance,19113.025495,19222.779266,109.75377099999969,19113.319415,19223.130098,109.8106829999997,0.293920000000071,0.3508320000000822,0.056912000000011176
100,4,mark_refine,19113.500236,19223.723471,110.2232350000013,19113.532517,19223.765699,110.23318199999994,0.0322809999997844,0.04222799999843119,0.009946999998646788
100,5,mark_coarsen,19113.569386,19223.830282,110.26089599999978,19113.598237,19223.861856,110.2636190000012,0.028850999999121996,0.03157400000054622,0.002723000001424225
200,2,heat_update,37136.394497,37417.980323,281.58582600000227,37317.125584,37613.115672,295.99008799999865,180.73108700000012,195.1353489999965,14.404261999996379
200,3,importance,37317.208567,37613.343437,296.1348700000017,37317.506829,37613.709928,296.2030989999985,0.29826199999661185,0.3664909999934025,0.06822899999679066
200,4,mark_refine,37317.683533,37614.562051,296.8785179999977,37317.714588,37614.611643,296.897054999994,0.031054999999469146,0.04959199999575503,0.018536999996285886
200,5,mark_coarsen,37317.75361,37614.685502,296.9318920000005,37317.780796,37614.71863,296.93783400000393,0.027185999999346677,0.03312800000276184,0.00594200000341516
300,2,heat_update,55532.520092,55651.090781,118.57068900000013,55716.176141,55833.588934,117.41279299999587,183.6560490000047,182.49815300000046,-1.157896000004257
300,3,importance,55716.266803,55833.784052,117.51724900000409,55716.564724,55834.152512,117.58778799999709,0.29792100000486244,0.36845999999786727,0.07053899999300484
300,4,mark_refine,55716.755732,55834.999664,118.24393200000486,55716.788623,55835.049209,118.26058599999669,0.0328910000025644,0.049544999994395766,0.01665399999183137
300,5,mark_coarsen,55716.819184,55835.125042,118.30585799999972,55716.852671,55835.156146,118.30347500000062,0.033487000000604894,0.031104000001505483,-0.002382999999099411
400,2,heat_update,73877.379735,73826.746624,-50.633110999988276,74058.036813,74008.136613,-49.90020000000368,180.65707800000382,181.38998899998842,0.7329109999845969
400,3,importance,74058.126941,74008.34314,-49.783800999997766,74058.426584,74008.646402,-49.78018200000224,0.2996430000057444,0.30326200000126846,0.0036189999955240637
400,4,mark_refine,74058.602558,74009.48342,-49.119137999994564,74058.634082,74009.530539,-49.10354300000472,0.031524000005447306,0.04711899999529123,0.015594999989843927
400,5,mark_coarsen,74058.661833,74009.604621,-49.05721199999971,74058.689067,74009.633687,-49.05538000000524,0.02723399999376852,0.02906599998823367,0.00183199999446515
500,2,heat_update,92051.750315,91885.549112,-166.20120300000417,92228.74821,92079.36349,-149.38472000000183,176.9978950000077,193.81437800001004,16.816483000002336
500,3,importance,92228.818589,92079.582011,-149.23657799999637,92229.109613,92079.968371,-149.14124199999787,0.2910239999910118,0.38635999998950865,0.09533599999849685
500,4,mark_refine,92229.294257,92080.798768,-148.4954890000081,92229.324014,92080.849618,-148.47439600000507,0.029756999996607192,0.05084999999962747,0.02109300000302028
500,5,mark_coarsen,92229.366234,92080.928741,-148.4374930000049,92229.393824,92080.972089,-148.42173499999626,0.027589999997871928,0.043348000006517395,0.015758000008645467
