region_id,region,common_events,measure_wall_mean_ms,resctrl_wall_mean_ms,delta_wall_mean_ms,delta_wall_mean_pct,faster_events,slower_events,delta_max_thread_mean_ms,delta_mean_thread_mean_ms,delta_imbalance_mean_ms,delta_llc_miss_rate_pct_point_mean,resctrl_target_mean,resctrl_target_min,resctrl_target_max,resctrl_applied_events
2,heat_update,20,135.76997074999872,139.33623919999883,3.5662684500000976,2.626698989695504,2,18,-2.60668335,17.889923618749997,-33.37033595,1.2323149932352984,68.75,30.0,100.0,20
3,importance,20,0.24667009999993753,0.27212294999935693,0.025452849999419415,10.318579349270893,6,14,0.024823899999999992,0.008606840624999997,0.015997499999999998,0.17640546142799085,61.40625,20.0,100.0,0
4,mark_refine,20,0.03212299999340758,0.044116000002031794,0.011993000008624221,37.33462008867627,0,20,0.0078235,0.001723809375,0.00680675,-3.5283388088041487,34.28125,20.0,100.0,0
5,mark_coarsen,20,0.027376300001742494,0.033265650002431355,0.0058893500006888646,21.51258570483962,2,18,0.0047542,0.0015083437499999997,0.003740699999999999,2.21753354567718,64.0,40.0,100.0,0
