parallel_id,region_id,region_exec,thread_id,team_size,requested_threads,start_ms,end_ms,elapsed_ms,codeptr,cpu_id,target_mhz,measured_mhz,resource_applied
6798,2,1700,2,4,4,7905.123067,7907.961588,2.531813,0x40500b,48,3435.933084,3507.704897,1
6798,2,1700,3,4,4,7905.123180,7907.958749,2.610714,0x40500b,56,3439.696905,3507.709817,1
6799,3,1700,0,4,4,7908.039930,7908.194862,0.154932,0x40504c,0,1710.454901,3799.016945,1
6799,3,1700,1,4,4,7908.039918,7908.199102,0.159184,0x40504c,40,1062.815648,4099.742057,1
6799,3,1700,2,4,4,7908.039760,7908.203608,0.163848,0x40504c,48,4300.000000,3399.583894,1
6799,3,1700,3,4,4,7908.039866,7908.199086,0.159220,0x40504c,56,2704.044532,3399.786338,1
6800,4,1700,0,4,4,7908.304564,7908.331313,0.026749,0x4050f7,0,800.000000,3802.876609,1
6800,4,1700,1,4,4,7908.304418,7908.331434,0.027016,0x4050f7,40,4300.000000,4101.519644,1
6800,4,1700,2,4,4,7908.304680,7908.328083,0.023403,0x4050f7,48,800.000000,3398.538891,1
6800,4,1700,3,4,4,7908.304629,7908.328166,0.023537,0x4050f7,56,800.000000,3402.896082,1
6801,5,1700,0,4,4,7908.382795,7908.406830,0.024035,0x405149,0,800.000000,3795.232120,1
6801,5,1700,1,4,4,7908.382437,7908.412069,0.029632,0x405149,40,4300.000000,4100.000000,1
6801,5,1700,2,4,4,7908.382969,7908.406224,0.023255,0x405149,48,800.000000,3398.521739,1
6801,5,1700,3,4,4,7908.382737,7908.405894,0.023157,0x405149,56,800.000000,3400.000000,1
7198,2,1800,0,4,4,8299.739582,8302.493674,2.463839,0x40500b,0,3721.140648,3805.226545,1
7198,2,1800,1,4,4,8299.739360,8302.498920,2.620937,0x40500b,40,4300.000000,4099.514624,1
7198,2,1800,2,4,4,8299.739392,8302.495717,2.485947,0x40500b,48,3522.668626,3639.622717,1
7198,2,1800,3,4,4,8299.739119,8302.492108,2.521078,0x40500b,56,3481.740187,3547.624563,1
7199,3,1800,0,4,4,8302.562723,8302.706401,0.143678,0x40504c,0,2932.478066,3970.243324,1
7199,3,1800,1,4,4,8302.562425,8302.714630,0.152205,0x40504c,40,1693.227001,4100.000000,1
7199,3,1800,2,4,4,8302.562658,8302.700859,0.138201,0x40504c,48,4300.000000,3867.863880,1
7199,3,1800,3,4,4,8302.562791,8302.702214,0.139423,0x40504c,56,3543.443563,3837.245595,1
7200,4,1800,0,4,4,8302.820721,8302.843539,0.022818,0x4050f7,0,902.075929,4120.000000,1
7200,4,1800,1,4,4,8302.820531,8302.846630,0.026099,0x4050f7,40,4300.000000,4100.000000,1
7200,4,1800,2,4,4,8302.820424,8302.840198,0.019774,0x4050f7,48,1012.801894,4097.871236,1
7200,4,1800,3,4,4,8302.820378,8302.840257,0.019879,0x4050f7,56,800.000000,4097.887687,1
7201,5,1800,0,4,4,8302.894917,8302.915574,0.020657,0x405149,0,800.000000,4100.000000,1
7201,5,1800,1,4,4,8302.895026,8302.925445,0.030419,0x405149,40,4300.000000,4098.638326,1
7201,5,1800,2,4,4,8302.894823,8302.914326,0.019503,0x405149,48,800.000000,4100.000000,1
7201,5,1800,3,4,4,8302.894975,8302.914495,0.019520,0x405149,56,800.000000,4102.148847,1
7598,2,1900,0,4,4,8681.819082,8684.820412,2.492557,0x40500b,0,3786.245225,3763.739020,1
7598,2,1900,1,4,4,8681.817706,8684.825296,2.552040,0x40500b,40,4300.000000,4115.986507,1
7598,2,1900,2,4,4,8681.817750,8684.821785,2.807624,0x40500b,48,3634.295150,3732.763537,1
7598,2,1900,3,4,4,8681.817625,8684.819414,2.487103,0x40500b,56,3592.891869,3629.298910,1
7599,3,1900,0,4,4,8684.889348,8685.034575,0.145227,0x40504c,0,2812.071861,3699.234799,1
7599,3,1900,1,4,4,8684.889264,8685.035766,0.146502,0x40504c,40,1136.875348,4099.719696,1
7599,3,1900,2,4,4,8684.889637,8685.039548,0.149911,0x40504c,48,4300.000000,3600.000000,1
7599,3,1900,3,4,4,8684.889623,8685.040589,0.150966,0x40504c,56,3949.528956,3500.000000,1
7600,4,1900,0,4,4,8685.144503,8685.168510,0.024007,0x4050f7,0,800.000000,3700.000000,1
7600,4,1900,1,4,4,8685.143973,8685.169413,0.025440,0x4050f7,40,4300.000000,4098.363927,1
7600,4,1900,2,4,4,8685.144192,8685.166522,0.022330,0x4050f7,48,800.000000,3603.278689,1
7600,4,1900,3,4,4,8685.144300,8685.167239,0.022939,0x4050f7,56,800.000000,3500.000000,1
7601,5,1900,0,4,4,8685.223490,8685.246369,0.022879,0x405149,0,800.000000,3696.716948,1
7601,5,1900,1,4,4,8685.223423,8685.252324,0.028901,0x405149,40,4300.000000,4098.563420,1
7601,5,1900,2,4,4,8685.223597,8685.245749,0.022152,0x405149,48,800.000000,3598.346348,1
7601,5,1900,3,4,4,8685.223551,8685.246620,0.023069,0x405149,56,800.000000,3500.000000,1
7998,2,2000,0,4,4,9037.330780,9039.831143,2.330275,0x40500b,32,3994.348812,3942.961696,1
7998,2,2000,1,4,4,9037.331045,9039.834829,2.328929,0x40500b,40,4300.000000,4241.246777,1
7998,2,2000,2,4,4,9037.331202,9039.829674,2.237498,0x40500b,48,4072.068078,4022.245676,1
7998,2,2000,3,4,4,9037.330965,9039.828402,2.240049,0x40500b,56,3910.016793,3987.283942,1
7999,3,2000,0,4,4,9039.901158,9040.035516,0.134358,0x40504c,32,3117.764335,3900.000000,1
7999,3,2000,1,4,4,9039.901622,9040.038566,0.136944,0x40504c,40,1080.117551,4100.000000,1
7999,3,2000,2,4,4,9039.901785,9040.033465,0.131680,0x40504c,48,2183.142327,4000.000000,1
7999,3,2000,3,4,4,9039.901723,9040.036887,0.135164,0x40504c,56,4300.000000,3899.710747,1
8000,4,2000,0,4,4,9040.096814,9040.118898,0.022084,0x4050f7,32,836.282795,3901.767105,1
8000,4,2000,1,4,4,9040.097320,9040.120198,0.022878,0x4050f7,40,4300.000000,4100.000000,1
8000,4,2000,2,4,4,9040.097248,9040.117353,0.020105,0x4050f7,48,800.000000,4000.000000,1
8000,4,2000,3,4,4,9040.097100,9040.117763,0.020663,0x4050f7,56,800.000000,3900.000000,1
8001,5,2000,0,4,4,9040.165600,9040.188829,0.023229,0x405149,32,800.000000,3890.051020,1
8001,5,2000,1,4,4,9040.165917,9040.193375,0.027458,0x405149,40,4300.000000,4096.979742,1
8001,5,2000,2,4,4,9040.166014,9040.187515,0.021501,0x405149,48,800.000000,4000.000000,1
8001,5,2000,3,4,4,9040.165867,9040.188281,0.022414,0x405149,56,800.000000,3896.514745,1
